year,mediation ID,lateral,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party_type,third_party_locale,third_party,third_party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2021,280,multilateral,,Sudan,,SUD,state,nonwestern,Qatar,QAT,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,african,Rwanda,RWA,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,nonwestern,Russia,RUS,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,nonwestern,Saudi Arabia,SAU,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,african,South Sudan,SSD,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,western,Spain,SPN,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,western,Sweden,SWD,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,nonwestern,United Arab Emirates,UAE,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,western,United Kingdom,UKG,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,280,multilateral,,Sudan,,SUD,state,western,United States of America,USA,France,FRN,G,France,,,0,0,0,1,0,0,0,0,0,0,0,,"""On 17 May, the Paris Conference took place to support the Sudan’s historic transition towards democracy. Organised by French President Emmanuel Macron, the Conference aimed at marking the full reintegration of the country within the international community, launching the country’s debt relief process and encouraging private investments.""","https://www.eeas.europa.eu/node/98646_fr#:~:text=On%2017%20May%2C%20the%20Paris,Sudan's%20historic%20transition%20towards%20democracy.","""On 17 May, France held a conference of Heads of State and Government in Paris, chaired by Emmanuel Macron, in support of Sudan’s democratic transition.

Chairman of the Sovereignty Council Abdel Fattah al-Burhan and Prime Minister Abdallah Hamdok represented Sudan.

The African Development Bank, the African Union, the League of Arab States, Canada, China, Egypt, Ethiopia, the European Union, Germany, Italy, Japan, Kuwait, the International Monetary Fund, the Netherlands, Norway, Qatar, Rwanda, Russia, Saudi Arabia, South Sudan, Spain, Sweden, the United Arab Emirates, the United Kingdom, the United Nations, the United States, and the World Bank have participated.

The participants welcomed Sudan’s return to the community of nations after more than three decades of isolation. The courage and determination of the Sudanese people, and especially of young people and women, have helped to defeat an authoritarian regime and have paved the way for a transition to democratic rule.""",https://reliefweb.int/report/sudan/chair-s-statement-international-conference-sudan-17-may-2021,,,,,,,,,,,,,,,
2021,281,unilateral,,Sudan,,SUD,state,african,South Sudan,SSD,South Sudan,SSD,G,South Sudan,,,0,0,1,1,0,0,0,0,0,0,0,,"""JUBA, June 15 (Reuters) - Sudanese authorities adjourned talks on Tuesday with the most powerful rebel leader from the country's south, saying they had agreed on more than three-quarters of a framework peace deal.

A deal with Abdelaziz al-Hilu's Sudan People's Liberation Movement-North (SPLM-N) would be a big step in efforts to resolve decades of internal conflict in Sudan following the overthrow of former leader Omar al-Bashir in 2019.""",https://www.reuters.com/world/africa/sudan-says-progress-made-peace-talks-with-rebel-leader-2021-06-15/,,https://blnews.net/2021/06/juba-new-peace-talks/,,,,,,,,,,,,,,,
2021,282,multilateral,,Sudan,,SUD,global,international,ICC,,Sudan,SUD,G,ICC,,,0,0,0,0,0,0,1,1,1,0,0,Memorandum of Understanding,"""On Friday, 13 August 2021, the Prosecutor of the International Criminal Court (""ICC"" or ""the Court""), Mr Karim A. A. Khan QC, concluded a week-long visit to Khartoum, Sudan. The visit represented Prosecutor Khan's first visit to Sudan in his capacity as ICC Prosecutor.

During the course of the visit, Prosecutor Khan held several productive meetings with officials of the Transitional Government of Sudan at the highest levels, and engaged with diplomatic corps and representatives of civil society organisations. Amongst others, meetings were held with General Abdel Fattah Abdelrahman al-Burhan, Chairman of the Transitional Sovereignty Council (""TSC"") of Sudan; H.E. Mr Abdalla Hamdok, Prime Minister of Sudan; General Mohamed Hamdan Dagalo, Deputy Chairman of the TSC; Dr El Hadi Idris, Head of the Sudan Revolutionary Front (SRF) and member of the TSC; General Al-Tahir Hajar, Chair of the Sudan Liberation Forces Alliance and member of the TSC; H.E. Mr Nasredeen Abdulbari, Minister of Justice; H.E. Mrs Mariam Al-Mahdi Al-Sadig, Minister of Foreign Affairs; H.E. Mr Mubarak Mohammad Osman, Acting Attorney General; Mr Volker Perthes, Special Representative of the United Nations Secretary-General for Sudan and Head of UNITAMS, and the Heads of Missions of the United Kingdom, Norway, the United States, The Netherlands, Germany, European Union Delegation, Sweden and the People's Republic of China to Sudan; as well as the Resident Representative of the United Nations Development Programme (""UNDP"").

The Prosecutor expressed his sincere appreciation to the authorities for facilitating his visit and for hosting him and his delegation, as well as for the good will and cooperation expressed and extended to his Office.

Prosecutor Khan's decision to travel to Sudan was motivated by various factors, including the nature of the crimes alleged, the rights of survivors, and the fact that this is the first situation referred to the ICC Prosecutor by the United Nations Security Council. During his discussions with the authorities and other stakeholders, the Prosecutor requested that the Government of Sudan further deepen its cooperation with his Office. In this regard, at the Prosecutor's request, a new Memorandum of Understanding (""MoU"") was signed that includes all individuals against whom warrants of arrest have been issued by the ICC. The Office will be looking to work closely with the Sudanese authorities and other partners in the implementation of this new MoU.""",https://reliefweb.int/report/sudan/prosecutor-international-criminal-court-mr-karim-khan-qc-concludes-his-first-visit,The term 'other' refers to the ICC's prosecutor's consultative meetings with various parties in Sudan.,,,,,,,,,,,,,,,,
2021,282,multilateral,,Sudan,,SUD,global,international,UN,,Sudan,SUD,G,ICC,,,0,0,0,0,0,0,1,1,1,0,0,Memorandum of Understanding,"""On Friday, 13 August 2021, the Prosecutor of the International Criminal Court (""ICC"" or ""the Court""), Mr Karim A. A. Khan QC, concluded a week-long visit to Khartoum, Sudan. The visit represented Prosecutor Khan's first visit to Sudan in his capacity as ICC Prosecutor.

During the course of the visit, Prosecutor Khan held several productive meetings with officials of the Transitional Government of Sudan at the highest levels, and engaged with diplomatic corps and representatives of civil society organisations. Amongst others, meetings were held with General Abdel Fattah Abdelrahman al-Burhan, Chairman of the Transitional Sovereignty Council (""TSC"") of Sudan; H.E. Mr Abdalla Hamdok, Prime Minister of Sudan; General Mohamed Hamdan Dagalo, Deputy Chairman of the TSC; Dr El Hadi Idris, Head of the Sudan Revolutionary Front (SRF) and member of the TSC; General Al-Tahir Hajar, Chair of the Sudan Liberation Forces Alliance and member of the TSC; H.E. Mr Nasredeen Abdulbari, Minister of Justice; H.E. Mrs Mariam Al-Mahdi Al-Sadig, Minister of Foreign Affairs; H.E. Mr Mubarak Mohammad Osman, Acting Attorney General; Mr Volker Perthes, Special Representative of the United Nations Secretary-General for Sudan and Head of UNITAMS, and the Heads of Missions of the United Kingdom, Norway, the United States, The Netherlands, Germany, European Union Delegation, Sweden and the People's Republic of China to Sudan; as well as the Resident Representative of the United Nations Development Programme (""UNDP"").

The Prosecutor expressed his sincere appreciation to the authorities for facilitating his visit and for hosting him and his delegation, as well as for the good will and cooperation expressed and extended to his Office.

Prosecutor Khan's decision to travel to Sudan was motivated by various factors, including the nature of the crimes alleged, the rights of survivors, and the fact that this is the first situation referred to the ICC Prosecutor by the United Nations Security Council. During his discussions with the authorities and other stakeholders, the Prosecutor requested that the Government of Sudan further deepen its cooperation with his Office. In this regard, at the Prosecutor's request, a new Memorandum of Understanding (""MoU"") was signed that includes all individuals against whom warrants of arrest have been issued by the ICC. The Office will be looking to work closely with the Sudanese authorities and other partners in the implementation of this new MoU.""",https://reliefweb.int/report/sudan/prosecutor-international-criminal-court-mr-karim-khan-qc-concludes-his-first-visit,The term 'other' refers to the UN's facilitation of the ICC prosecutor's visit to Sudan.,,,,,,,,,,,,,,,,
2021,283,multilateral,,Sudan,Darfur,SUD,global,international,UN,,Sudan,SUD,G,UN,,,0,0,0,1,0,0,0,0,0,0,0,,"""UNITAMS will convene today and tomorrow a technical consultative meeting of the Permanent Ceasefire Committee of the Darfur Permanent Ceasefire and Final Security Arrangement of the Juba Agreement for Peace in Sudan. The meeting will discuss the implementation modalities of the Permanent Ceasefire Committee and its subsidiary mechanisms, and will include participants who are members of these entities (military and security officials, armed movement signatories), as well other stakeholders including representatives from the Transitional Government of Sudan, and from Darfur including the Regional Governor, Walis of Darfur States and their representatives, women’s protection networks and other civil society representatives.

UNITAMS is convening this first meeting in its capacity as Chair of the Permanent Ceasefire Committee. This is part of UNITAMS continued efforts to support the implementation of the Juba Peace Agreement and Sudan’s national priorities, in line with UNITAMS’ mandate as per United Nations Security Council Resolutions 2524 (2020) and 2579 (2021). Further consultations will take place in Darfur.""",https://reliefweb.int/report/sudan/statement-technical-consultative-meeting-darfur-permanent-ceasefire-committee-enar,,,,,,,,,,,,,,,,,
2021,284,multilateral,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,global,international,UN,,Sudan,SUD,G,UN,Toika,,1,0,0,0,0,0,0,0,0,0,0,,"""Khartoum, 5 July 2021, The Special Representative of the United Nations Secretary-General, Volker Perthes, together with the Special Envoys to Sudan and South Sudan of Norway, the United Kingdom and the United States of America (the Troika) conducted an official mission to Kauda, South Kordofan on 2 to 3 July 2021. SRSG Perthes was also accompanied by country representatives of the United Nations Development Programme (UNDP), the World Food Programme (WFP) and the United Nations Children Fund (UNICEF).

The delegation met with representatives of the Liberation Council of Sudan People’s Liberation Movement – North Abdelaziz El Hilu faction (SPLM - N) and also with members of the civil administration, civil society, the Women’s Association and Christian and Muslim religious leaders.

SRSG Perthes commended the resilience of the people in the Nuba Mountains and Blue Nile having experienced tremendous suffering during the time of the former regime and the life they are building today.""",https://reliefweb.int/report/sudan/statement-srsg-perthes-visit-kauda-south-kordofan,,,,,,,,,,,,,,,,,
2021,284,multilateral,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,state,western,Norway,NOR,Sudan,SUD,G,UN,Toika,,1,0,0,0,0,0,0,0,0,0,0,,"""Khartoum, 5 July 2021, The Special Representative of the United Nations Secretary-General, Volker Perthes, together with the Special Envoys to Sudan and South Sudan of Norway, the United Kingdom and the United States of America (the Troika) conducted an official mission to Kauda, South Kordofan on 2 to 3 July 2021. SRSG Perthes was also accompanied by country representatives of the United Nations Development Programme (UNDP), the World Food Programme (WFP) and the United Nations Children Fund (UNICEF).

The delegation met with representatives of the Liberation Council of Sudan People’s Liberation Movement – North Abdelaziz El Hilu faction (SPLM - N) and also with members of the civil administration, civil society, the Women’s Association and Christian and Muslim religious leaders.

SRSG Perthes commended the resilience of the people in the Nuba Mountains and Blue Nile having experienced tremendous suffering during the time of the former regime and the life they are building today.""",https://reliefweb.int/report/sudan/statement-srsg-perthes-visit-kauda-south-kordofan,,,,,,,,,,,,,,,,,
2021,284,multilateral,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,state,western,United Kingdom,UKG,Sudan,SUD,G,UN,Toika,,1,0,0,0,0,0,0,0,0,0,0,,"""Khartoum, 5 July 2021, The Special Representative of the United Nations Secretary-General, Volker Perthes, together with the Special Envoys to Sudan and South Sudan of Norway, the United Kingdom and the United States of America (the Troika) conducted an official mission to Kauda, South Kordofan on 2 to 3 July 2021. SRSG Perthes was also accompanied by country representatives of the United Nations Development Programme (UNDP), the World Food Programme (WFP) and the United Nations Children Fund (UNICEF).

The delegation met with representatives of the Liberation Council of Sudan People’s Liberation Movement – North Abdelaziz El Hilu faction (SPLM - N) and also with members of the civil administration, civil society, the Women’s Association and Christian and Muslim religious leaders.

SRSG Perthes commended the resilience of the people in the Nuba Mountains and Blue Nile having experienced tremendous suffering during the time of the former regime and the life they are building today.""",https://reliefweb.int/report/sudan/statement-srsg-perthes-visit-kauda-south-kordofan,,,,,,,,,,,,,,,,,
2021,284,multilateral,,Sudan,South Kordofan; Nuba Mountains; Blue Nile; Abyei,SUD,state,western,United States of America,USA,Sudan,SUD,G,UN,Toika,,1,0,0,0,0,0,0,0,0,0,0,,"""Khartoum, 5 July 2021, The Special Representative of the United Nations Secretary-General, Volker Perthes, together with the Special Envoys to Sudan and South Sudan of Norway, the United Kingdom and the United States of America (the Troika) conducted an official mission to Kauda, South Kordofan on 2 to 3 July 2021. SRSG Perthes was also accompanied by country representatives of the United Nations Development Programme (UNDP), the World Food Programme (WFP) and the United Nations Children Fund (UNICEF).

The delegation met with representatives of the Liberation Council of Sudan People’s Liberation Movement – North Abdelaziz El Hilu faction (SPLM - N) and also with members of the civil administration, civil society, the Women’s Association and Christian and Muslim religious leaders.

SRSG Perthes commended the resilience of the people in the Nuba Mountains and Blue Nile having experienced tremendous suffering during the time of the former regime and the life they are building today.""",https://reliefweb.int/report/sudan/statement-srsg-perthes-visit-kauda-south-kordofan,,,,,,,,,,,,,,,,,
2021,285,multilateral,,Sudan,Darfur,SUD,global,international,UN,,Sudan,SUD,G,UN,,,1,0,0,0,0,0,0,0,0,0,0,,"16th September 2021, ""As part of her engagements with various state and non-state actors in Sudan, Mrs. Khardiata Lo N’Diaye, the Deputy Special Representative of the Secretary-General (DSRSG), Resident and Humanitarian Coordinator in Sudan, concluded a three-day consultative visit to El-Fashir, North Darfur State, aiming to get an insight on the current situation in the area and the best ways to implement UNITAMS’s mandate to support a successful transition in Sudan.

The DSRSG, RC/HC met with various stakeholders, including the Regional Governor of Darfur States, Wali of North Darfur State, signatories of the Juba Peace Agreement (JPA), leaders of IDPs and Women Groups, civil society organizations as well as the UN agencies and humanitarian organizations operating in Darfur.""",https://reliefweb.int/report/sudan/deputy-special-representative-secretary-general-resident-and-humanitarian-coordinator,,,,,,,,,,,,,,,,,
2021,286,multilateral,,Sudan,,SUD,state,western,France,FRN,,,G,Friends of Sudan Group,,,0,0,0,0,1,0,0,0,0,0,0,,"""France, Germany, Norway, Saudi Arabia, Sweden, the United Arab Emirates, the United Kingdom, the United States, the European Union and the United Nations, as members of the Friends of Sudan Group, condemn yesterday’s attempted disruption of Sudan’s civilian-led transition by rogue military elements in Khartoum. Any attempt to destabilize or undermine Sudan’s political transition and the democratic and pluralistic nature of the State as defined by the Constitutional Declaration will not be supported by the international community.

Such attempts jeopardize the significant progress Sudan has made on its political, economic and legal reform processes to build a new Sudan. They also undermine Sudan’s hard-won gains to fully re-join the international community and its commitment to a democratic state that respects international norms.""",https://reliefweb.int/report/sudan/friends-sudan-condemn-attempts-undermine-sudans-peaceful-political-transition-enar,,,,,,,,,,,,,,,,,
2021,286,multilateral,,Sudan,,SUD,state,western,Germany,GMY,,,G,Friends of Sudan Group,,,0,0,0,0,1,0,0,0,0,0,0,,"""France, Germany, Norway, Saudi Arabia, Sweden, the United Arab Emirates, the United Kingdom, the United States, the European Union and the United Nations, as members of the Friends of Sudan Group, condemn yesterday’s attempted disruption of Sudan’s civilian-led transition by rogue military elements in Khartoum. Any attempt to destabilize or undermine Sudan’s political transition and the democratic and pluralistic nature of the State as defined by the Constitutional Declaration will not be supported by the international community.

Such attempts jeopardize the significant progress Sudan has made on its political, economic and legal reform processes to build a new Sudan. They also undermine Sudan’s hard-won gains to fully re-join the international community and its commitment to a democratic state that respects international norms.""",https://reliefweb.int/report/sudan/friends-sudan-condemn-attempts-undermine-sudans-peaceful-political-transition-enar,,,,,,,,,,,,,,,,,
2021,286,multilateral,,Sudan,,SUD,state,western,Norway,NOR,,,G,Friends of Sudan Group,,,0,0,0,0,1,0,0,0,0,0,0,,"""France, Germany, Norway, Saudi Arabia, Sweden, the United Arab Emirates, the United Kingdom, the United States, the European Union and the United Nations, as members of the Friends of Sudan Group, condemn yesterday’s attempted disruption of Sudan’s civilian-led transition by rogue military elements in Khartoum. Any attempt to destabilize or undermine Sudan’s political transition and the democratic and pluralistic nature of the State as defined by the Constitutional Declaration will not be supported by the international community.

Such attempts jeopardize the significant progress Sudan has made on its political, economic and legal reform processes to build a new Sudan. They also undermine Sudan’s hard-won gains to fully re-join the international community and its commitment to a democratic state that respects international norms.""",https://reliefweb.int/report/sudan/friends-sudan-condemn-attempts-undermine-sudans-peaceful-political-transition-enar,,,,,,,,,,,,,,,,,
