year,mediation ID,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party,third-party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2022,341,,South Sudan,,SSD,United Kingdom,UKG,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""UNITY STATE- A high-level delegation recently visited communities affected by devastating violence in the southern part of Unity State.

Its members, including representatives of the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union (EU), the Troika (Norway, USA and the UK) and the United Nations Mission in South Sudan (UNMISS) were not spared the gruesome details of what has transpired here since February.""",https://reliefweb.int/report/south-sudan/high-level-delegation-visiting-violence-plagued-unity-state-met-despair-and-pleas-protection,,,,,,,,,,,,,,,,,
2022,341,,South Sudan,,SSD,United States of America,USA,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""UNITY STATE- A high-level delegation recently visited communities affected by devastating violence in the southern part of Unity State.

Its members, including representatives of the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union (EU), the Troika (Norway, USA and the UK) and the United Nations Mission in South Sudan (UNMISS) were not spared the gruesome details of what has transpired here since February.""",https://reliefweb.int/report/south-sudan/high-level-delegation-visiting-violence-plagued-unity-state-met-despair-and-pleas-protection,,,,,,,,,,,,,,,,,
2022,341,,South Sudan,,SSD,UN,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""UNITY STATE- A high-level delegation recently visited communities affected by devastating violence in the southern part of Unity State.

Its members, including representatives of the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union (EU), the Troika (Norway, USA and the UK) and the United Nations Mission in South Sudan (UNMISS) were not spared the gruesome details of what has transpired here since February.""",https://reliefweb.int/report/south-sudan/high-level-delegation-visiting-violence-plagued-unity-state-met-despair-and-pleas-protection,,,,,,,,,,,,,,,,,
2022,342,,South Sudan,Abyei,SSD,UN,,Uganda,UGA,G,UN,,,1,0,1,0,0,0,0,0,1,1,0,Peace Accord between the Misseriya and the Ngok Dinka,"""Entebbe, Uganda, 17 May 2022 - The Joint Traditional Leaders’ Peace Conference, bringing together thirty leaders from the Misseriya and Ngok Dinka communities in Abyei, officially opened in Entebbe, Uganda on 17 May 2022. The three-day conference has been convened by UNISFA to facilitate dialogue between the leaders of the Misseriya and Ngok Dinka communities by providing a platform to find sustainable solutions to peaceful co-existence among the communities in Abyei.

In her opening address, the Special Envoy of Secretary-General for the Horn of Africa, Hanna Serwaa Tetteh, called on the wisdom of Misseriya and Ngok Dinka leaders to unlock any stalemate and find a solution towards peaceful coexistence within Abyei. While decrying the spike in insecurity in Abyei and loss of lives on both sides, Ms. Tetteh said that efforts during the three days conference are key to working with governments towards finding a lasting solution to peaceful co-existence.""",https://reliefweb.int/report/south-sudan/traditional-leaders-peace-conference-provides-platform-dialogue,"""19 May 2022, Entebbe, Uganda – In a major breakthrough, the Misseriya and Ngok Dinka traditional leaders have signed a peace accord reiterating their commitment to achieving lasting peace in Abyei Area.

The leaders committed to advocating for inter-community dialogue to promote the protection of women and children as well as livestock and property. They also pledged to be the tool for fostering peace between the two communities and to meet regularly in the quest for peace.

The four-point communique was signed by the Ngok Dinka Paramount Chief, Bulabek Deng Kuol and the leader of the Misseriya delegation, El Sadig Hireka Izzral Din, at the end of the three-day Joint Traditional Leader’ Peace Conference. The leaders pledged to support the initiatives at government level towards resolving the Abyei issue.""",https://reliefweb.int/report/south-sudan/unisfa-brokers-peace-accord-between-two-communities-abyei,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,AU,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,IGAD,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,African Diplomatic Corps,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,EU,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,Norway,NOR,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,United Kingdom,UKG,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,United States of America,USA,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,343,,South Sudan,,SSD,UN,,South Sudan,SSD,G,,,,1,0,0,0,0,0,0,0,0,0,0,,"""Juba, 18 May 2022: A joint delegation comprising the African Union (AU), the Reconstituted Joint Monitoring and Evaluation Commission (R-JMEC), the African Diplomatic Corps (ADC), the European Union and its members states (EU), the Troika and the United Nations Mission in South Sudan (UNMISS) conducted a high-level solidarity and diplomatic mission to Bentiu, Leer and Mirmir on 12 May 2022 following clashes in Adok Port and surrounding areas.

The joint delegation had constructive and frank discussions with the Governor of Unity State, the County Commissioners of Koch, Leer and Mayendit, along with traditional leaders, women, youth and others directly impacted by the conflict. The joint delegation heard accusations and counteraccusations on the atrocities committed leading to deaths, injuries, abductions, sexual violence against women, displacements as well as the destruction of civilian property and the burning of schools.

The joint delegation expressed its solidarity with the people and Government of South Sudan and welcomed the announcement by President Salva Kiir Mayardit, of a high-level investigation committee and the deployment of SSPDF to help restore security in the area. The joint delegation supports government efforts towards restoring the rule of law and holding perpetrators to account. The joint delegation stands ready to support the committee in its work and urges the investigation committee to deploy swiftly to the area.

The joint delegation called on national and state authorities to urgently take additional measures to protect civilians and to address the root causes of the conflict. It recalls that the expeditious graduation of the unified forces will help fill security gaps at the local level. The delegation appealed to local and national leaders to use their influence to deescalate the violence, deterring any actions that may further inflame tensions, and encourage healing and reconciliation among communities.

The joint delegation commended UNMISS for deploying additional peacekeepers to patrol the affected areas to prevent additional loss of life by providing protection to the displaced and vulnerable people. It further commended UNMISS for facilitating access to humanitarian agencies that are responding to the needs of affected communities.

The joint delegation calls for a peaceful resolution to current tensions in Unity State. While violence has ebbed, any further mobilization could threaten a resumption of the clashes and risks additional delays in the implementation of the security arrangements of the peace agreement. The joint delegation reaffirms its commitment to remain seized with efforts towards overall peace in the country.""",https://reliefweb.int/report/south-sudan/joint-statement-au-r-jmec-adc-eu-troika-and-unmiss-situation-unity-state,,,,,,,,,,,,,,,,,
2022,344,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,0,0,0,0,,"""DENIS LOURO OLIVER WESTERN EQUATORIA - “By gathering here today, we have addressed many trivial misunderstandings and hate speech. It has made us come together as one, regardless of the political parties we belong to,” said Khamis John Brown, a member of Western Equatoria state’s parliament.

Mr Brown was speaking at the conclusion of a two-day workshop facilitated by the United Nations Mission in South Sudan (UNMISS) with civil society partner, Community for Development Organization (CEPO) for members of the Revitalized Transitional Government of National Unity in the state.

Participants included members of the legislative assembly as well as heads of organized forces.

The objective: To discuss ways and means in which these actors can work together in the spirit of compromise to improve the lives of citizens.""",https://reliefweb.int/report/south-sudan/joint-unmiss-cepo-workshop-good-governance-focuses-peace-progress,,,,,,,,,,,,,,,,,
2022,345,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,0,0,0,0,,"""CENTRAL EQUATORIA – “Protecting civilians is our main credo as soldiers,” said Captain Luka Akimudan Ali.

Captain Ali, the commander of the South Sudan Peoples Defense Forces (SSPDF), was speaking at a workshop facilitated by the United Nations Mission in South Sudan (UNMISS) in Mugwo payam [administrative division] located in Yei county in South Sudan’s Eastern Equatoria state.

The focus of the workshop: to convene and connect community members, SSPDF personnel and local police in a bid to enhance voluntary returns and fortify a safe, secure environment for residents.""",https://reliefweb.int/report/south-sudan/unmiss-led-training-brings-together-communities-and-uniformed-personnel-mugwo-advocates-collective-efforts-build-peace,,,,,,,,,,,,,,,,,
2022,346,,South Sudan,Abyei,SSD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,1,0,0,0,,"""Abyei, 30 June 2022 – Over seven hundred people yesterday, gathered in Diffra to witness the inauguration of the Community Protection Committee (CPC) system in the Northern Sector of the Abyei Area to enhance the rule of law in the absence of the Joint Abyei Police Service as provided for in the 20 June 2011 Agreement between the government of the Republic of Sudan and the Sudan People’s Liberation Movement on the Temporary Arrangement for the Administration and Security of the Abyei. Until yesterday, the Community Protection Committee was only operational in the Southern part of the Abyei Area despite sustained efforts by UNISFA and consistent appeals by successive UNISFA resolutions to also establish it in the Northern part of the Area.

According to UNISFA Acting Head of Mission and Force Commander, Major General Benjamin Olufemi Sawyerr, the inauguration of the CPC comprising one hundred and sixty-two (161) volunteers including seven (7)) women fully endorsed by the traditional leadership and the local administration to serve as Community Protection Committee members in the Northern Sector of the Abyei Area is therefore ground-breaking. He announced that the inauguration would be closely followed by strengthening of the criminal justice system by bringing on board courts such as traditional courts and other forms of courts within Municipal law to handle criminal matters reported at CPC stations.""",https://reliefweb.int/report/south-sudan/history-made-unisfa-establishes-community-protection-committee-northern-abyei,The term 'other' refers to the inauguration of the Community Protection Committee with the support of UNISFA (UN).,,,,,,,,,,,,,,,,
2022,346,,Sudan,Abyei,SUD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,1,0,0,0,,"""Abyei, 30 June 2022 – Over seven hundred people yesterday, gathered in Diffra to witness the inauguration of the Community Protection Committee (CPC) system in the Northern Sector of the Abyei Area to enhance the rule of law in the absence of the Joint Abyei Police Service as provided for in the 20 June 2011 Agreement between the government of the Republic of Sudan and the Sudan People’s Liberation Movement on the Temporary Arrangement for the Administration and Security of the Abyei. Until yesterday, the Community Protection Committee was only operational in the Southern part of the Abyei Area despite sustained efforts by UNISFA and consistent appeals by successive UNISFA resolutions to also establish it in the Northern part of the Area.

According to UNISFA Acting Head of Mission and Force Commander, Major General Benjamin Olufemi Sawyerr, the inauguration of the CPC comprising one hundred and sixty-two (161) volunteers including seven (7)) women fully endorsed by the traditional leadership and the local administration to serve as Community Protection Committee members in the Northern Sector of the Abyei Area is therefore ground-breaking. He announced that the inauguration would be closely followed by strengthening of the criminal justice system by bringing on board courts such as traditional courts and other forms of courts within Municipal law to handle criminal matters reported at CPC stations.""",https://reliefweb.int/report/south-sudan/history-made-unisfa-establishes-community-protection-committee-northern-abyei,The term 'other' refers to the inauguration of the Community Protection Committee with the support of UNISFA (UN).,,,,,,,,,,,,,,,,
2022,347,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,1,0,1,0,0,0,0,0,0,0,0,,"""EASTERN EQUATORIA – The past three months have been a trying time for communities living in Ikotos county in South Sudan’s Eastern Equatoria state.

Conflict sparked in April this year because of a cattle raid; since then, the populations of Ikotos Central payam [administrative division] and Romula, a boma in Chorokol payam, have been involved in a saga of counter raids and revenge attacks, which have claimed some 20 lives till now.

Normal life has been completely disrupted; many people have abandoned their homes and farms, fleeing to safer locations, including outside the country.

“We want our voices to be taken seriously when we say that there is an urgent need for peace initiatives here. Violence is never a solution and we have been fighting and killing each other for far too long. At a time when we should be united, our communities are more divided than ever,” states Michael Moga Olukatuwa, chief of Chorokol, passionately.

Michael was speaking to an integrated peace team led by the United Nations Mission in South Sudan (UNMISS) that recently visited Ikotos to assess the security situation and convene with community members.""",https://reliefweb.int/report/south-sudan/ending-ongoing-tensions-ikotos-through-peaceful-dialogue-primary-concern-communities,,,,,,,,,,,,,,,,,
2022,347,,South Sudan,,SSD,UN,,South Sudan,SSD,G,UN,,,1,1,1,0,0,0,0,0,0,0,0,,"""WARRAP – Following an upsurge in violence in the remote Rualbet area of Warrap, an air patrol piloted by United Nations Mission in South Sudan (UNMISS) stands ready to take an integrated team of peace brokers to meet affected communities.

It’s an overcast day as UNMISS peacekeepers, state officials, humanitarian partners from the UN Office for the Coordination of Humanitarian Affairs (OCHA) duck under the whirring rotors to board.

The high-level delegation is on a meaningful mission: To convene and connect with affected communities plus find ways in which recovery and reconciliation can take place.""",https://reliefweb.int/report/south-sudan/unmiss-humanitarians-and-state-officials-visit-rualbet-engage-communities-foster-reconciliation,,,,,,,,,,,,,,,,,
2022,348,,South Sudan,,SSD,RJMEC,,,,G,RJMEC,,,0,0,0,1,0,0,0,0,1,1,0,Agreement on the Roadmap to a Peaceful and Democratic End to the Transitional Period of the Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan,"""On Thursday 1 September 2022, a historic vote took place at an Extraordinary Plenary meeting of the Reconstituted Joint Monitoring and Evaluation Commission (RJMEC). The vote was on whether or not to extend the Transitional Period and term of the Revitalised Transitional Government of National Unity (RTGoNU) by two years from 23rd February 2023 until 22nd February 2025.

The proposed extension was part of a Roadmap presented to the RJMEC members by the RTGoNU, known as the “Agreement on the Roadmap to a Peaceful and Democratic end to the Transitional Period of the Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan.”

This was done in accordance with Article 8.4 of the Revitalised Agreement on the Resolution of the Conflict in the Republic of South Sudan (R-ARCSS), which requires that at least two-thirds of the voting members of RJMEC consent to an amendment of the Agreement, which is 29 of the total 43 members. 37 voted in favour of the extension.

The extension now requires ratification by the Transitional National Legislature, according to the constitutional amendment procedures set out in the Transitional Constitution of the Republic South Sudan, 2011 (as amended). However, it is important to point out that the Revitalised Peace Agreement remains the supreme document.""",https://reliefweb.int/report/south-sudan/implementing-roadmap-rjmec-emphasises-need-quick-results-and-peace-dividends-all-south-sudanese-people,"""The road map to a peaceful and democratic end to the transitional period of the Revitalized Agreement, adopted on 4 August, was endorsed on 1 September by the reconstituted Joint Monitoring and Evaluation Commission. The reconstituted Commission also endorsed the extension of the transitional period for two years, with 37 out of 42 members of the opposition and diplomatic and civil society voting in favour of the extension. The adoption of the road map was due primarily to delays in the implementation of the Agreement. The troika of Norway, the United Kingdom of Great Britain and Northern Ireland and the United States of America abstained, as did the European Union (a member of the reconstituted Commission), raising concerns over the lack of inclusivity in the consultations prior to the adoption. On 21 November, the reconstituted Transitional National Legislative Assembly passed an amendment to the Transitional Constitution of the Republic of South Sudan, 2011, extending the transitional period to last from February 2022 to February 2025 and incorporating the road map into the Transitional Constitution.""",https://reliefweb.int/report/south-sudan/situation-south-sudan-report-secretary-general-s2022918-enar,,,,,,,,,,,,,,,
